Id,Job Id,Title,Applicants,Interview Status,Job Type,Employment Type,Employer,Job Labels,Date Posted,Apply Start Date,Expires,Majors,Cumulative GPA,School Years,Colleges,Qualification Labels,Located In US,Accepts OPT/CPT Candidates,Willing To Sponsor Candidate,Employer Industry,Employer Labels,Job Salary,Salary Type,Job Location,Job Roles
437934208,7009797,Career Development Program (Customer Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:15:35 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Jiaxing, Zhejiang, People's Republic of China","Chemical Engineers, Mechanical Engineers"
437934913,7009799,Career Development Program (Customer Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:17:55 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China","Chemical Engineers, Mechanical Engineers"
437936277,7009806,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:24:48 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Wuhan, Hubei, People's Republic of China",General and Operations Managers
437936476,7009807,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:26:30 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Hangzhou, Zhejiang, People's Republic of China",General and Operations Managers
437936692,7009819,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:32:28 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Jiaxing, Zhejiang, People's Republic of China",General and Operations Managers
437936893,7009821,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:33:39 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Qingdao, Shandong, People's Republic of China",General and Operations Managers
437937095,7009823,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:35:09 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Guangzhou, Guangdong, People's Republic of China",General and Operations Managers
437937305,7009830,Career Development Program (Plant Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:38:09 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Chengdu, Sichuan, People's Republic of China",General and Operations Managers
437937514,7009839,Engineering Development Program (Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:43:10 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Lianyungang, Jiangsu, People's Republic of China","General and Operations Managers, Chemical Engineers"
437937729,7009852,Engineering Development Program (Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:50:34 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Changzhi, Shanxi, People's Republic of China",General and Operations Managers
437940337,7009861,Engineering Development Program (Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:55:54 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Civil Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Civil Engineering (EGR - Doctorate), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Environmental Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Environmental Biology/Plant Biology (CNS - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Civil Engineering Preference (EGR - Bachelors), Environmental Engineering (EGR - Masters), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Civil Engineering (EGR - Masters), Materials Science and Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters), Chemistry (CNS - Masters), Environmental Biology/Plant Biology (LBC - Bachelors), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Environmental Engineering (EGR - Doctorate), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China",General and Operations Managers
437940537,7009862,Engineering Development Program (Operations Management),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:57:00 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Civil Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Civil Engineering (EGR - Doctorate), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Environmental Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Environmental Biology/Plant Biology (CNS - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Civil Engineering Preference (EGR - Bachelors), Environmental Engineering (EGR - Masters), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Civil Engineering (EGR - Masters), Materials Science and Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters), Chemistry (CNS - Masters), Environmental Biology/Plant Biology (LBC - Bachelors), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Environmental Engineering (EGR - Doctorate), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Hefei, Anhui, People's Republic of China",General and Operations Managers
